budget,genres,original_language,revenue,runtime,title,director
45000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",en,10200000.0,111.0,The River Wild,['Curtis Hanson']
45000000.0,"['Adventure', 'Family', 'Fantasy']",en,0.0,96.0,The Indian in the Cupboard,['Frank Oz']
45000000.0,"['Crime', 'Drama', 'Thriller']",en,82966152.0,131.0,Savages,['Oliver Stone']
25000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",en,56422687.0,94.0,Cellular,['David R. Ellis']
40000000.0,"['Adventure', 'Action', 'Comedy']",en,160583018.0,88.0,Johnny English,['Peter Howitt']
50000000.0,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",en,55181129.0,88.0,The Ant Bully,['John A. Davis']
40000000.0,"['Action', 'Science Fiction', 'Adventure']",en,30925690.0,137.0,Dune,['David Lynch']
45000000.0,"['Adventure', 'Drama', 'Music', 'Romance']",en,29367143.0,133.0,Across the Universe,['Julie Taymor']
35000000.0,"['Drama', 'Romance']",en,75225693.0,119.0,Revolutionary Road,['Sam Mendes']
55000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",en,65664721.0,105.0,16 Blocks,['Richard Donner']
70000000.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",en,72108608.0,101.0,Babylon A.D.,['Mathieu Kassovitz']
45000000.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",en,16000000.0,91.0,The Glimmer Man,['John Gray']
45000000.0,"['Comedy', 'Fantasy', 'Science Fiction']",en,34100000.0,117.0,Multiplicity,['Harold Ramis']
45000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",en,57881056.0,86.0,Aliens in the Attic,['John Schultz']
35000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,29400000.0,123.0,The Pledge,['Sean Penn']
45000000.0,"['Comedy', 'Music']",en,38058335.0,134.0,The Producers,['Susan Stroman']
45000000.0,"['Adventure', 'Action']",en,17300889.0,100.0,The Phantom,['Simon Wincer']
57000000.0,"['Drama', 'Romance', 'Western']",en,4860556.0,116.0,All the Pretty Horses,['Billy Bob Thornton']
44000000.0,"['History', 'Drama']",en,13681765.0,192.0,Nixon,['Oliver Stone']
45000000.0,"['Thriller', 'Mystery']",en,60222298.0,128.0,The Ghost Writer,['Roman Polanski']
45000000.0,"['Adventure', 'Action', 'Horror', 'Science Fiction']",en,11203026.0,106.0,Deep Rising,['Stephen Sommers']
45000000.0,"['Drama', 'War']",en,9323833.0,160.0,Miracle at St. Anna,['Spike Lee']
80000.0,"['Action', 'Drama', 'Fantasy']",zh,0.0,22.0,Curse of the Golden Flower,['Zhang Yimou']
45000000.0,"['Action', 'Crime', 'Thriller']",en,42487390.0,99.0,Bangkok Dangerous,"['Danny Pang', 'Oxide Pang Chun']"
40000000.0,"['Action', 'Comedy', 'Thriller']",en,8493890.0,85.0,Big Trouble,['Barry Sonnenfeld']
45000000.0,"['Drama', 'Romance']",en,4607608.0,139.0,Love in the Time of Cholera,['Mike Newell']
45000000.0,"['Action', 'Thriller']",en,2154540.0,103.0,Shadow Conspiracy,['George P. Cosmatos']
45000000.0,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",en,160078586.0,101.0,Johnny English Reborn,['Oliver Parker']
65000000.0,"['Animation', 'Action', 'Comedy', 'Family']",en,73706.0,87.0,Foodfight!,['Lawrence Kasanoff']
44500000.0,"['Drama', 'Thriller']",en,232324128.0,120.0,Argo,['Ben Affleck']
44000000.0,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",en,368875760.0,130.0,The Fugitive,['Andrew Davis']
40000000.0,['Action'],en,136000000.0,110.0,The Bounty Hunter,['Andy Tennant']
44000000.0,"['Crime', 'Drama', 'Thriller']",en,165615285.0,147.0,Sleepers,['Barry Levinson']
44000000.0,"['Action', 'Adventure', 'Thriller', 'War']",en,300400432.0,96.0,Rambo: First Blood Part II,['George P. Cosmatos']
44000000.0,"['Drama', 'Thriller']",en,63054725.0,118.0,The Juror,['Brian Gibson']
2600000.0,"['Animation', 'Family']",en,84300000.0,88.0,Pinocchio,"['Ben Sharpsteen', 'Hamilton Luske']"
44000000.0,"['Action', 'Drama', 'History', 'Western']",en,3484331.0,219.0,Heaven's Gate,['Michael Cimino']
50000000.0,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']",en,111340801.0,106.0,Underworld: Evolution,['Len Wiseman']
40000000.0,"['Drama', 'Science Fiction', 'Thriller']",en,34227298.0,109.0,Victor Frankenstein,['Paul McGuigan']
43000000.0,['Drama'],en,80049764.0,136.0,Finding Forrester,['Gus Van Sant']
8000000.0,"['Comedy', 'Drama']",en,82719885.0,113.0,28 Days,['Betty Thomas']
45000000.0,"['Action', 'Crime']",en,50871113.0,103.0,Unleashed,['Louis Leterrier']
43000000.0,"['Romance', 'Comedy']",en,68696770.0,84.0,The Sweetest Thing,['Roger Kumble']
42000000.0,"['Drama', 'Mystery', 'Thriller']",en,270248367.0,154.0,The Firm,['Sydney Pollack']
44000000.0,['Drama'],en,48190704.0,99.0,Charlie St. Cloud,['Burr Steers']
40000000.0,"['Action', 'Thriller', 'Crime']",en,51070807.0,93.0,The Mechanic,['Simon West']
42000000.0,"['Action', 'Comedy', 'Crime']",en,201585328.0,109.0,21 Jump Street,"['Phil Lord', 'Christopher Miller']"
42000000.0,"['Romance', 'Comedy', 'Drama']",en,363889678.0,124.0,Notting Hill,['Roger Michell']
45000000.0,"['Animation', 'Comedy', 'Family']",en,224834564.0,84.0,Chicken Run,"['Nick Park', 'Peter Lord']"
42000000.0,"['Comedy', 'Romance']",en,171963386.0,90.0,Along Came Polly,['John Hamburg']
40000000.0,"['Comedy', 'Romance']",en,70100000.0,117.0,Boomerang,['Reginald Hudlin']
43000000.0,"['Action', 'Comedy', 'Crime']",en,158674180.0,117.0,The Heat,['Paul Feig']
31115000.0,"['Drama', 'History', 'Romance']",en,71000000.0,248.0,Cleopatra,['Joseph L. Mankiewicz']
42000000.0,['Comedy'],en,73239258.0,105.0,Here Comes the Boom,['Frank Coraci']
42000000.0,"['Drama', 'Mystery', 'Thriller', 'Crime']",en,63781810.0,115.0,High Crimes,['Carl Franklin']
42000000.0,"['Comedy', 'Drama', 'Romance']",en,73052428.0,126.0,The Mirror Has Two Faces,['Barbra Streisand']
32000000.0,"['Drama', 'Horror', 'Mystery']",en,55157539.0,119.0,The Mothman Prophecies,['Mark Pellington']
42000000.0,['Comedy'],en,138805831.0,81.0,Brüno,['Larry Charles']
32000000.0,"['Adventure', 'Action', 'Thriller']",en,156167015.0,133.0,Licence to Kill,['John Glen']
42000000.0,"['Fantasy', 'Thriller', 'Horror']",en,89162162.0,100.0,Red Riding Hood,['Catherine Hardwicke']
60000000.0,"['Action', 'Crime', 'Thriller']",en,56359980.0,120.0,15 Minutes,['John Herzfeld']
48000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",en,20915465.0,104.0,Super Mario Bros.,"['Annabel Jankel', 'Rocky Morton']"
42000000.0,"['Crime', 'Drama', 'Thriller']",en,24127895.0,122.0,Lord of War,['Andrew Niccol']
31000000.0,"['Drama', 'Adventure', 'Action', 'History']",zh,177394432.0,99.0,Hero,['Zhang Yimou']
40000000.0,"['Action', 'Comedy', 'Crime']",en,36893721.0,91.0,One for the Money,['Julie Anne Robinson']
44000000.0,"['Action', 'Comedy']",en,12342632.0,112.0,The Interview,"['Seth Rogen', 'Evan Goldberg']"
42000000.0,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",en,11087569.0,100.0,The Warrior's Way,['Sngmoo Lee']
33000000.0,"['Action', 'Comedy', 'Crime']",fr,14000000.0,100.0,Micmacs,['Jean-Pierre Jeunet']
41000000.0,['Drama'],en,215000000.0,110.0,8 Mile,['Curtis Hanson']
0.0,"['Adventure', 'Comedy', 'Animation']",fr,0.0,101.0,Why I Did (Not) Eat My Father,['Jamel Debbouze']
65000000.0,"['Adventure', 'Drama', 'Romance', 'Action']",en,117487473.0,132.0,A Knight's Tale,['Brian Helgeland']
41000000.0,"['Thriller', 'Fantasy', 'Action', 'Comedy']",en,34268701.0,88.0,The Medallion,['Gordon Chan']
40000000.0,"['Mystery', 'Thriller', 'Drama']",en,672806292.0,107.0,The Sixth Sense,['M. Night Shyamalan']
42000000.0,"['Action', 'Thriller', 'Crime']",en,46221189.0,102.0,Man on a Ledge,['Asger Leth']
41000000.0,['Comedy'],en,7448385.0,100.0,The Big Year,['David Frankel']
8000000.0,['Drama'],en,90815558.0,126.0,The Karate Kid,['John G. Avildsen']
40000000.0,"['Drama', 'Crime']",en,251171807.0,138.0,American Hustle,['David O. Russell']
40000000.0,"['Comedy', 'Romance', 'Drama']",en,317375031.0,108.0,The Proposal,['Anne Fletcher']
70000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,177841558.0,105.0,Double Jeopardy,['Bruce Beresford']
40000000.0,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",en,332000000.0,108.0,Back to the Future Part II,['Robert Zemeckis']
40000000.0,"['Action', 'Science Fiction']",en,126546825.0,89.0,Lucy,['Luc Besson']
40000000.0,"['Drama', 'Romance', 'Thriller']",en,571006128.0,125.0,Fifty Shades of Grey,['Sam Taylor-Johnson']
38000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",en,197011982.0,84.0,Spy Kids 3-D: Game Over,['Robert Rodriguez']
40000000.0,"['Crime', 'Drama', 'Thriller']",en,152266007.0,149.0,A Time to Kill,['Joel Schumacher']
40000000.0,['Comedy'],en,190212113.0,98.0,Cheaper by the Dozen,['Shawn Levy']
40000000.0,"['Action', 'Drama', 'Thriller', 'War']",en,149295601.0,121.0,Lone Survivor,['Peter Berg']
40000000.0,['Comedy'],en,107458785.0,128.0,A League of Their Own,['Penny Marshall']
40000000.0,['Horror'],en,320170008.0,134.0,The Conjuring 2,['James Wan']
40000000.0,['Drama'],en,224920315.0,120.0,The Social Network,['David Fincher']
40000000.0,"['Comedy', 'Romance', 'Drama']",en,177259441.0,129.0,He's Just Not That Into You,['Ken Kwapis']
45000000.0,['Comedy'],en,178262620.0,83.0,Scary Movie 4,['David Zucker']
40000000.0,"['Horror', 'Mystery']",en,161834276.0,116.0,Scream 3,['Wes Craven']
40000000.0,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",en,244527583.0,118.0,Back to the Future Part III,['Robert Zemeckis']
40000000.0,['Comedy'],en,111811453.0,100.0,Get Hard,['Etan Cohen']
40000000.0,"['Romance', 'Horror']",en,215862692.0,128.0,Dracula,['Francis Ford Coppola']
40000000.0,"['Romance', 'Drama']",en,129540499.0,123.0,Julie & Julia,['Nora Ephron']
40000000.0,['Drama'],en,95020213.0,128.0,42,['Brian Helgeland']
40000000.0,"['Thriller', 'Crime', 'Drama']",en,128798265.0,139.0,The Talented Mr. Ripley,['Anthony Minghella']
40000000.0,['Comedy'],en,169837010.0,110.0,Dumb and Dumber To,"['Bobby Farrelly', 'Peter Farrelly']"
40000000.0,"['Adventure', 'Drama', 'Family']",en,120455994.0,120.0,Eight Below,['Frank Marshall']
35000000.0,['Comedy'],en,194564672.0,121.0,The Intern,['Nancy Meyers']
40000000.0,"['Action', 'Comedy']",en,124827316.0,102.0,Ride Along 2,['Tim Story']
40000000.0,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",en,75505856.0,112.0,The Last of the Mohicans,['Michael Mann']
40000000.0,"['Drama', 'Music']",en,124731534.0,152.0,Ray,['Taylor Hackford']
40000000.0,"['Action', 'Thriller', 'Crime']",en,158733820.0,124.0,Sin City,"['Robert Rodriguez', 'Frank Miller']"
40000000.0,"['Drama', 'Action', 'Thriller', 'Crime']",en,151161491.0,90.0,Vantage Point,['Pete Travis']
41000000.0,['Comedy'],en,91636986.0,105.0,"I Love You, Man",['John Hamburg']
40000000.0,"['Comedy', 'Romance']",en,141069860.0,114.0,Shallow Hal,"['Bobby Farrelly', 'Peter Farrelly']"
40000000.0,"['Drama', 'Thriller', 'History']",en,205405498.0,189.0,JFK,['Oliver Stone']
40000000.0,"['Comedy', 'Crime']",en,138259062.0,99.0,Big Momma's House 2,['John Whitesell']
57000000.0,"['Action', 'Comedy', 'Crime', 'Romance']",en,147845033.0,123.0,The Mexican,['Gore Verbinski']
20000000.0,['Comedy'],en,136267476.0,102.0,17 Again,['Burr Steers']
40000000.0,"['Comedy', 'Romance']",en,196781193.0,109.0,The Other Woman,['Nick Cassavetes']
40000000.0,"['Horror', 'Mystery']",en,186167139.0,82.0,The Final Destination,['David R. Ellis']
40000000.0,"['Thriller', 'Drama']",en,165478348.0,141.0,Bridge of Spies,['Steven Spielberg']
40000000.0,"['Action', 'Drama', 'Thriller', 'War']",en,91753202.0,106.0,Behind Enemy Lines,['John Moore']
40000000.0,['Comedy'],en,90029656.0,109.0,Get Him to the Greek,['Nicholas Stoller']
50000000.0,"['Drama', 'Romance', 'Comedy']",en,170128460.0,107.0,Shall We Dance?,['Peter Chelsom']
40000000.0,"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']",en,54682547.0,110.0,Small Soldiers,['Joe Dante']
40000000.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",en,87840042.0,96.0,Spawn,['Mark A.Z. Dippé']
35000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",en,75395048.0,131.0,The Count of Monte Cristo,['Kevin Reynolds']
40000000.0,"['Crime', 'Drama', 'Thriller']",en,85412898.0,119.0,The Lincoln Lawyer,['Brad Furman']
30000000.0,"['Action', 'Mystery', 'Thriller']",en,130786397.0,113.0,Unknown,['Jaume Collet-Serra']
40000000.0,"['Drama', 'Mystery', 'Thriller']",en,109676311.0,130.0,The Prestige,['Christopher Nolan']
42000000.0,['Comedy'],en,107670357.0,108.0,Horrible Bosses 2,['Sean Anders']
40000000.0,"['Animation', 'Comedy', 'Adventure', 'Family', 'Science Fiction']",en,74597643.0,89.0,Escape from Planet Earth,['Callan Brunker']
40000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",en,120175290.0,139.0,Apocalypto,['Mel Gibson']
40000000.0,"['Action', 'Adventure', 'Thriller']",en,191185897.0,130.0,The Living Daylights,['John Glen']
40000000.0,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",en,126248813.0,107.0,Predators,['Nimród Antal']
40000000.0,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",en,93151591.0,116.0,Legal Eagles,['Ivan Reitman']
40000000.0,"['Thriller', 'Mystery']",en,92913171.0,96.0,Secret Window,['David Koepp']
40000000.0,"['Romance', 'Drama', 'Mystery']",en,114830111.0,99.0,The Lake House,['Alejandro Agresti']
43000000.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",en,91974818.0,104.0,The Skeleton Key,['Iain Softley']
25000000.0,"['Fantasy', 'Drama', 'Comedy', 'Family']",en,52685425.0,105.0,The Odd Life of Timothy Green,['Peter Hedges']
40000000.0,"['Comedy', 'Romance']",en,84601681.0,101.0,Made of Honor,['Paul Weiland']
40000000.0,"['Music', 'Drama']",en,67347013.0,134.0,Jersey Boys,['Clint Eastwood']
40000000.0,"['Drama', 'Crime', 'Thriller']",en,45916769.0,135.0,The Rainmaker,['Francis Ford Coppola']
40000000.0,"['Horror', 'Thriller']",en,141591324.0,98.0,Gothika,['Mathieu Kassovitz']
36000000.0,"['Drama', 'History', 'Mystery']",en,74000000.0,155.0,Amistad,['Steven Spielberg']
40000000.0,['Adventure'],en,0.0,106.0,Medicine Man,['John McTiernan']
40000000.0,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']",en,41797066.0,94.0,Aliens vs Predator: Requiem,"['Colin Strause', 'Greg Strause']"
40000000.0,"['Comedy', 'Family']",en,0.0,95.0,Ri¢hie Ri¢h,['Donald Petrie']
45000000.0,"['Drama', 'Romance']",en,10987006.0,103.0,Autumn in New York,['Joan Chen']
40000000.0,"['Comedy', 'Music', 'Romance']",en,145896422.0,96.0,Music and Lyrics,['Marc Lawrence']
40000000.0,"['Adventure', 'Comedy', 'Science Fiction']",en,97552050.0,104.0,Paul,['Greg Mottola']
40000000.0,['Comedy'],en,41863726.0,95.0,The Guilt Trip,['Anne Fletcher']
40000000.0,"['Horror', 'Mystery']",en,97138686.0,111.0,Scream 4,['Wes Craven']
40000000.0,"['Thriller', 'Crime', 'Mystery']",en,96618699.0,123.0,8MM,['Joel Schumacher']
38000000.0,"['Drama', 'Music']",en,34416893.0,140.0,The Doors,['Oliver Stone']
40000000.0,['Comedy'],en,126069509.0,97.0,Sex Tape,['Jake Kasdan']
40000000.0,"['Comedy', 'Drama']",en,36037909.0,94.0,Hanging Up,['Diane Keaton']
47000000.0,"['Horror', 'Mystery']",en,157887643.0,92.0,Final Destination 5,['Steven Quale']
39000000.0,"['Comedy', 'Crime', 'Romance']",en,0.0,102.0,Mickey Blue Eyes,['Kelly Makin']
40000000.0,"['Drama', 'Romance']",en,55707411.0,122.0,Pay It Forward,['Mimi Leder']
30000000.0,"['Comedy', 'Drama', 'Romance']",en,50451307.0,103.0,Fever Pitch,"['Bobby Farrelly', 'Peter Farrelly']"
40000000.0,['Comedy'],en,10309986.0,110.0,Drillbit Taylor,['Steven Brill']
40000000.0,"['Comedy', 'Western']",en,86408083.0,116.0,A Million Ways to Die in the West,['Seth MacFarlane']
25000000.0,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",en,48063435.0,108.0,The Shadow,['Russell Mulcahy']
40000000.0,['Drama'],en,55247881.0,129.0,Extremely Loud & Incredibly Close,['Stephen Daldry']
40000000.0,"['Comedy', 'Drama', 'Romance']",en,58785180.0,102.0,Morning Glory,['Roger Michell']
40000000.0,['Drama'],en,46442528.0,117.0,Get Rich or Die Tryin',['Jim Sheridan']
40000000.0,"['Crime', 'Action', 'Adventure']",en,30199105.0,117.0,The Art of War,['Christian Duguay']
40000000.0,"['Drama', 'Romance']",en,31670620.0,135.0,Rent,['Chris Columbus']
65000000.0,"['Drama', 'Horror', 'Thriller', 'Crime']",en,9413684.0,107.0,Bless the Child,['Chuck Russell']
75000000.0,['Comedy'],en,29000000.0,90.0,The Out-of-Towners,['Sam Weisman']
40000000.0,"['Fantasy', 'Horror', 'Science Fiction']",en,49627779.0,96.0,The Island of Dr. Moreau,"['John Frankenheimer', 'Richard Stanley']"
40000000.0,"['Action', 'Adventure', 'Drama']",en,27053815.0,104.0,The Musketeer,['Peter Hyams']
55000000.0,['Drama'],en,78269970.0,115.0,The Other Boleyn Girl,['Justin Chadwick']
40000000.0,"['Drama', 'Romance']",en,65754228.0,119.0,Sweet November,"[""Pat O'Connor""]"
40000000.0,['Horror'],en,62771059.0,99.0,The Reaping,['Stephen Hopkins']
500000.0,"['Drama', 'Crime']",en,3000000.0,110.0,Mean Streets,['Martin Scorsese']
40000000.0,"['Comedy', 'War']",en,24332324.0,128.0,Renaissance Man,['Penny Marshall']
40000000.0,"['Action', 'Thriller', 'Crime', 'Drama']",en,60965854.0,108.0,Colombiana,['Olivier Megaton']
40000000.0,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",en,38172500.0,86.0,Quest for Camelot,['Frederik Du Chau']
40000000.0,"['Crime', 'Drama', 'Mystery']",en,22433915.0,108.0,City By The Sea,['Michael Caton-Jones']
0.0,"['Drama', 'Romance']",en,0.0,91.0,At First Sight,['Irwin Winkler']
40000000.0,['Action'],en,46546197.0,84.0,Torque,['Joseph Kahn']
40000000.0,"['Drama', 'Thriller']",en,13100000.0,111.0,City Hall,['Harold Becker']
45000000.0,['Drama'],en,20350754.0,128.0,Showgirls,['Paul Verhoeven']
40000000.0,"['Drama', 'History']",en,60474340.0,123.0,Marie Antoinette,['Sofia Coppola']
1520000.0,"['Action', 'Crime', 'Drama', 'Thriller']",en,0.0,99.0,Kiss of Death,['Barbet Schroeder']
63600000.0,"['Action', 'Drama', 'Thriller', 'Crime']",en,19412993.0,102.0,Get Carter,['Stephen T. Kay']
42000000.0,"['Thriller', 'Drama']",en,180274123.0,113.0,The Impossible,['Juan Antonio Bayona']
55000000.0,"['Action', 'Adventure', 'Comedy']",en,14375181.0,107.0,Ishtar,['Elaine May']
40000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",en,46471023.0,87.0,Fantastic Mr. Fox,['Wes Anderson']
40000000.0,"['Comedy', 'Drama', 'Romance']",en,16872671.0,103.0,Life or Something Like It,['Stephen Herek']
40000000.0,"['Comedy', 'Fantasy', 'Science Fiction']",en,14358033.0,99.0,Memoirs of an Invisible Man,['John Carpenter']
10000000.0,"['Comedy', 'Romance']",fr,173921954.0,122.0,Amélie,['Jean-Pierre Jeunet']
30000000.0,['Comedy'],en,5962106.0,91.0,New York Minute,['Dennie Gordon']
60000000.0,['Comedy'],en,13395939.0,103.0,Alfie,['Charles Shyer']
40000000.0,"['Adventure', 'Drama', 'Romance']",en,24719215.0,107.0,Big Miracle,['Ken Kwapis']
38000000.0,"['Drama', 'Mystery']",en,28121100.0,106.0,The Deep End of the Ocean,['Ulu Grosbard']
40000000.0,"['Horror', 'Thriller']",en,18902015.0,101.0,FearDotCom,['William Malone']
40000000.0,"['Adventure', 'Fantasy', 'Action', 'Thriller']",en,28169671.0,109.0,Cirque du Freak: The Vampire's Assistant,['Paul Weitz']
40000000.0,"['Action', 'Comedy', 'Thriller']",en,19322135.0,89.0,Duplex,['Danny DeVito']
0.0,"['Comedy', 'Music']",en,5401605.0,100.0,Soul Men,['Malcolm D. Lee']
36000000.0,"['Action', 'Drama', 'Thriller']",en,0.0,115.0,Raise the Titanic,['Jerry Jameson']
45000000.0,"['Action', 'Science Fiction']",en,10667893.0,82.0,Universal Soldier: The Return,['Mic Rodgers']
33000000.0,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",en,20645327.0,108.0,Pandorum,['Christian Alvart']
10000000.0,"['Action', 'Science Fiction', 'Thriller']",en,3022523.0,95.0,Impostor,['Gary Fleder']
40000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",en,10959475.0,93.0,Extreme Ops,['Christian Duguay']
35000000.0,"['Comedy', 'Fantasy', 'Science Fiction']",en,0.0,88.0,Just Visiting,['Jean-Marie Poiré']
50000000.0,"['Science Fiction', 'Thriller']",en,32017803.0,107.0,Sunshine,['Danny Boyle']
40000000.0,"['Drama', 'Comedy']",en,22044277.0,91.0,A Thousand Words,['Brian Robbins']
40000000.0,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Science Fiction', 'Family']",en,511920.0,94.0,Delgo,"['Marc F. Adler', 'Jason Maurer']"
40000000.0,"['Action', 'Drama', 'Crime']",en,13644292.0,115.0,The Gunman,['Pierre Morel']
40000000.0,"['Adventure', 'Action', 'Family']",en,23937870.0,93.0,Stormbreaker,['Geoffrey Sax']
20000000.0,"['Thriller', 'Drama', 'Mystery']",en,117760134.0,105.0,Disturbia,['D.J. Caruso']
20000000.0,"['Action', 'Crime', 'Thriller', 'Drama']",en,7563728.0,107.0,Hackers,['Iain Softley']
0.0,"['Action', 'Adventure', 'Thriller', 'Drama']",en,0.0,101.0,The Hunting Party,['Richard Shepard']
30000000.0,"['Comedy', 'Drama']",en,14991000.0,111.0,The Hudsucker Proxy,['Joel Coen']
40000000.0,"['Action', 'Drama', 'History']",zh,0.0,126.0,The Warlords,"['Peter Chan', 'Raymond Yip Wai-Man']"
25000000.0,"['Action', 'History', 'War']",en,0.0,112.0,Nomad: The Warrior,"['Sergei Bodrov Jr.', 'Ivan Passer']"
39200000.0,"['Action', 'Science Fiction', 'Drama']",ko,86758912.0,126.0,Snowpiercer,['Bong Joon-ho']
25000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",fr,27000381.0,90.0,A Monster in Paris,['Bibo Bergeron']
0.0,"['Action', 'Comedy']",en,164801.0,93.0,The Last Shot,['Jeff Nathanson']
15000000.0,"['Fantasy', 'Action', 'Thriller']",en,94000000.0,102.0,The Crow,['Alex Proyas']
40000000.0,"['Action', 'Adventure', 'War', 'History']",te,100000000.0,159.0,Baahubali: The Beginning,['S.S. Rajamouli']
39000000.0,"['Drama', 'Romance', 'Fantasy']",en,101229792.0,107.0,The Time Traveler's Wife,['Robert Schwentke']
0.0,['Comedy'],en,69485490.0,102.0,Because I Said So,['Michael Lehmann']
39000000.0,"['Animation', 'Comedy', 'Family']",en,35287788.0,87.0,Frankenweenie,['Tim Burton']
39000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,38869464.0,119.0,Serenity,['Joss Whedon']
39000000.0,"['Romance', 'Drama']",en,6614280.0,106.0,Against the Ropes,['Charles S. Dutton']
39000000.0,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",en,75850624.0,125.0,Superman III,['Richard Lester']
40000000.0,['Comedy'],en,44907260.0,113.0,Grudge Match,['Peter Segal']
80341000.0,"['Adventure', 'Drama', 'Action']",zh,127814609.0,150.0,Red Cliff,['John Woo']
30000000.0,"['Comedy', 'Romance']",en,180622424.0,108.0,Sweet Home Alabama,['Andy Tennant']
38000000.0,"['Comedy', 'Romance']",en,205298907.0,96.0,The Ugly Truth,['Robert Luketic']
39000000.0,"['Comedy', 'Family']",en,8110080.0,94.0,Sgt. Bilko,['Jonathan Lynn']
38000000.0,"['Action', 'Adventure', 'Family']",en,119723358.0,100.0,Spy Kids 2: The Island of Lost Dreams,['Robert Rodriguez']
38000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,120000000.0,118.0,Star Trek: Generations,['David Carson']
3860000.0,"['Action', 'Drama', 'History']",zh,64076736.0,130.0,The Grandmaster,['Wong Kar-wai']
38000000.0,"['Drama', 'Romance']",en,114156230.0,120.0,Water for Elephants,['Francis Lawrence']
40000000.0,"['Adventure', 'Family', 'Fantasy', 'Animation']",zh,9841578.0,88.0,Dragon Nest: Warriors' Dawn,['Yuefeng Song']
50000000.0,['Drama'],en,73956241.0,146.0,The Hurricane,['Norman Jewison']
38000000.0,"['Drama', 'Thriller']",en,51801187.0,114.0,Enough,['Michael Apted']
35000000.0,"['Crime', 'Comedy', 'Romance']",en,57756408.0,123.0,Heartbreakers,['David Mirkin']
38000000.0,"['Action', 'Comedy', 'Family']",en,107597242.0,94.0,Paul Blart: Mall Cop 2,['Andy Fickman']
53000000.0,"['Drama', 'Romance', 'Thriller']",en,29700000.0,102.0,Angel Eyes,['Luis Mandoki']
38000000.0,['Comedy'],en,5377635.0,98.0,Joe Somebody,['John Pasquin']
38000000.0,"['Horror', 'Mystery', 'Thriller']",en,58401898.0,133.0,The Ninth Gate,['Roman Polanski']
38000000.0,"['Drama', 'Thriller']",en,17380126.0,118.0,Extreme Measures,['Michael Apted']
57000000.0,"['Music', 'Drama', 'Comedy']",en,16991902.0,105.0,Rock Star,['Stephen Herek']
10000000.0,['Drama'],en,47536959.0,110.0,Precious,['Lee Daniels']
38000000.0,"['Action', 'Drama']",en,10300000.0,129.0,White Squall,['Ridley Scott']
15000000.0,"['Horror', 'Mystery', 'Science Fiction']",en,19629760.0,109.0,The Thing,['John Carpenter']
38000000.0,"['Science Fiction', 'Action', 'Thriller']",en,98337295.0,119.0,Riddick,['David Twohy']
37000000.0,"['Action', 'Adventure', 'Mystery', 'Thriller']",en,6482195.0,118.0,Switchback,['Jeb Stuart']
38000000.0,"['Action', 'Western']",en,319516.0,90.0,Texas Rangers,['Steve Miner']
55000000.0,"['Adventure', 'Family', 'Fantasy']",en,17869048.0,90.0,City of Ember,['Gil Kenan']
32000000.0,['Drama'],en,28258060.0,137.0,The Master,['Paul Thomas Anderson']
38000000.0,"['Adventure', 'Action', 'Comedy', 'Romance']",en,5410749.0,93.0,Virgin Territory,['David Leland']
