budget,genres,original_language,revenue,runtime,title,director
50200000,"['Science Fiction', 'Thriller', 'Romance']",en,127869379,106.0,The Adjustment Bureau,['George Nolfi']
48000000,['Adventure'],en,390493908,143.0,Robin Hood: Prince of Thieves,['Kevin Reynolds']
50000000,"['Comedy', 'Drama', 'Romance']",en,273552592,139.0,Jerry Maguire,['Cameron Crowe']
50000000,"['Comedy', 'Fantasy']",en,549368315,106.0,Ted,['Seth MacFarlane']
50000000,"['Comedy', 'Romance']",en,314178011,139.0,As Good as It Gets,['James L. Brooks']
50000000,"['Comedy', 'Drama']",en,202292902,115.0,Patch Adams,['Tom Shadyac']
50000000,['Comedy'],en,173649015,119.0,Anchorman 2: The Legend Continues,['Adam McKay']
50000000,"['Comedy', 'Romance']",en,171269535,96.0,Mr. Deeds,['Steven Brill']
50000000,"['Thriller', 'Science Fiction', 'Mystery']",en,260095987,112.0,Super 8,['J.J. Abrams']
52000000,['Drama'],en,256271286,131.0,Erin Brockovich,['Steven Soderbergh']
50000000,"['Comedy', 'Romance']",en,177371441,116.0,How to Lose a Guy in 10 Days,['Donald Petrie']
50000000,"['Crime', 'Comedy', 'Action']",en,188441614,112.0,22 Jump Street,"['Phil Lord', 'Christopher Miller']"
60000000,"['Horror', 'Romance']",en,223664608,123.0,Interview with the Vampire,['Neil Jordan']
70000000,['Comedy'],en,225990978,104.0,Yes Man,['Peyton Reed']
50000000,"['Action', 'Comedy']",en,216972543,107.0,Central Intelligence,['Rawson Marshall Thurber']
0,"['Drama', 'Romance']",en,0,124.0,Stepmom,['Chris Columbus']
50000000,['Comedy'],en,242786137,96.0,Daddy's Home,['Sean Anders']
50000000,"['Fantasy', 'Comedy', 'Music']",en,212902372,125.0,Into the Woods,['Rob Marshall']
45000000,"['Crime', 'Drama', 'Thriller']",en,184376254,129.0,Inside Man,['Spike Lee']
90000000,"['Drama', 'Action', 'Thriller', 'Crime']",en,161626121,100.0,Payback,['Brian Helgeland']
50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",en,152022101,109.0,Congo,['Frank Marshall']
50000000,"['Drama', 'Comedy', 'Family']",en,120081841,124.0,We Bought a Zoo,['Cameron Crowe']
50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",en,155446362,121.0,Knowing,['Alex Proyas']
50000000,['Comedy'],en,88715192,97.0,Failure to Launch,['Tom Dey']
50000000,"['Drama', 'Horror', 'Thriller']",en,161451538,110.0,The Ring Two,['Hideo Nakata']
50000000,"['Comedy', 'Drama', 'Romance']",en,142851197,118.0,"Crazy, Stupid, Love.","['Glenn Ficarra', 'John Requa']"
50000000,"['Animation', 'Comedy', 'Family']",en,200804534,80.0,Garfield,['Peter Hewitt']
60000000,"['Comedy', 'Family']",en,0,99.0,Christmas with the Kranks,['Joe Roth']
50000000,['Drama'],en,110206216,133.0,Moneyball,['Bennett Miller']
50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']",en,189859560,127.0,Outbreak,['Wolfgang Petersen']
50000000,"['Action', 'Thriller', 'Mystery']",en,222809600,106.0,Non-Stop,['Jaume Collet-Serra']
50000000,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",en,106303988,98.0,Race to Witch Mountain,['Andy Fickman']
54000000,"['Action', 'Thriller', 'Fantasy']",en,132511035,132.0,V for Vendetta,['James McTeigue']
50000000,"['Action', 'Adventure', 'Comedy', 'Western']",en,88323487,115.0,Shanghai Knights,['David Dobkin']
50000000,"['Adventure', 'Animation', 'Comedy', 'Family']",en,69834815,86.0,Curious George,"[""Matthew O'Callaghan""]"
50000000,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",en,66002004,101.0,Herbie Fully Loaded,['Angela Robinson']
50000000,['Thriller'],en,100020092,113.0,Don't Say a Word,['Gary Fleder']
50000000,"['Fantasy', 'Horror', 'Action']",en,224803475,88.0,Hansel & Gretel: Witch Hunters,['Tommy Wirkola']
50000000,"['Thriller', 'Drama']",en,119137784,124.0,Unfaithful,['Adrian Lyne']
50000000,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",en,144492830,109.0,I Am Number Four,['D.J. Caruso']
50000000,"['Drama', 'Thriller']",en,94000000,128.0,Syriana,['Stephen Gaghan']
50000000,"['Action', 'Drama', 'History', 'Thriller', 'War']",en,69411370,144.0,13 Hours: The Secret Soldiers of Benghazi,['Michael Bay']
50000000,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",en,97437106,95.0,The Book of Life,['Jorge R. Gutierrez']
45000000,['Thriller'],en,82800000,105.0,Firewall,['Richard Loncraine']
50000000,"['Crime', 'Drama', 'Thriller']",en,50068310,121.0,Absolute Power,['Clint Eastwood']
50000000,"['Action', 'Drama']",en,48169156,125.0,G.I. Jane,['Ridley Scott']
50000000,"['Drama', 'Thriller', 'Mystery']",en,109423648,129.0,The Game,['David Fincher']
50000000,"['Horror', 'Mystery']",en,97607453,125.0,Silent Hill,['Christophe Gans']
0,['Comedy'],en,0,118.0,The Replacements,['Howard Deutch']
50000000,['Comedy'],en,234989584,113.0,American Reunion,"['Jon Hurwitz', 'Hayden Schlossberg']"
50000000,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",en,44547681,140.0,The Negotiator,['F. Gary Gray']
50000000,"['Action', 'Thriller']",en,160602194,89.0,Into the Storm,['Steven Quale']
50000000,"['Action', 'Comedy', 'Crime']",en,119208989,104.0,Beverly Hills Cop III,['John Landis']
50000000,"['Comedy', 'Horror', 'Fantasy']",en,41482207,106.0,Gremlins 2: The New Batch,['Joe Dante']
50000000,['Drama'],en,83719388,141.0,The Judge,['David Dobkin']
50000000,"['Action', 'Thriller']",en,0,124.0,The Peacemaker,['Mimi Leder']
45000000,"['Horror', 'Action', 'Science Fiction']",en,129394835,94.0,Resident Evil: Apocalypse,['Alexander Witt']
50000000,"['Comedy', 'Romance']",en,40203020,108.0,Bridget Jones: The Edge of Reason,['Beeban Kidron']
50000000,"['Thriller', 'Crime', 'Drama']",en,55495563,105.0,Out of Time,['Carl Franklin']
50000000,"['Action', 'Thriller']",en,49000000,102.0,On Deadly Ground,['Steven Seagal']
50000000,"['Adventure', 'Family', 'Science Fiction']",en,69425966,92.0,The Adventures of Sharkboy and Lavagirl,['Robert Rodriguez']
40000000,"['Drama', 'Adventure', 'Romance', 'Thriller']",en,144056873,119.0,The Beach,['Danny Boyle']
50000000,"['Drama', 'Comedy', 'Romance']",en,49718611,119.0,Raising Helen,['Garry Marshall']
40000000,"['Action', 'Crime', 'Thriller']",en,60462347,99.0,Ninja Assassin,['James McTeigue']
50000000,"['Drama', 'Romance']",en,0,137.0,For Love of the Game,['Sam Raimi']
50000000,"['Drama', 'Thriller', 'Crime']",en,113309743,115.0,Striptease,['Andrew Bergman']
50000000,"['Family', 'Comedy']",en,83761844,87.0,Marmaduke,['Tom Dey']
50000000,"['Drama', 'Fantasy']",en,105197635,129.0,Hereafter,['Clint Eastwood']
50000000,"['Crime', 'Drama', 'Thriller']",en,56714147,120.0,Murder by Numbers,['Barbet Schroeder']
50000000,"['Action', 'Adventure', 'Crime', 'Thriller']",en,30303072,132.0,Assassins,['Richard Donner']
50000000,"['Crime', 'Drama', 'Thriller']",en,82169884,121.0,Hannibal Rising,['Peter Webber']
50000000,"['Comedy', 'Drama', 'Romance']",en,58900031,95.0,The Story of Us,['Rob Reiner']
44000000,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']",en,63327201,125.0,The Host,['Andrew Niccol']
50000000,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",en,42792561,98.0,Basic,['John McTiernan']
50000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,26199517,110.0,Blood Work,['Clint Eastwood']
50000000,"['Drama', 'Thriller', 'Crime']",en,60161391,118.0,The International,['Tom Tykwer']
50000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",en,42277365,97.0,Escape from L.A.,['John Carpenter']
70000000,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",en,23159305,86.0,The Iron Giant,['Brad Bird']
50000000,"['Adventure', 'Comedy', 'Drama']",en,34808403,119.0,The Life Aquatic with Steve Zissou,['Wes Anderson']
50000000,"['War', 'Action', 'Drama', 'History', 'Thriller']",en,25035950,139.0,Free State of Jones,['Gary Ross']
50000000,"['Drama', 'Thriller', 'Crime']",en,38955598,130.0,The Life of David Gale,['Alan Parker']
40000000,"['Comedy', 'Action']",en,0,100.0,Man of the House,['Stephen Herek']
50000000,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",en,71561644,114.0,Run All Night,['Jaume Collet-Serra']
51500000,"['Thriller', 'Crime', 'Mystery']",en,55112356,100.0,Eastern Promises,['David Cronenberg']
50000000,"['Action', 'Thriller', 'Adventure', 'Crime']",en,44434439,110.0,Into the Blue,['John Stockwell']
60000000,"['Adventure', 'Drama', 'Action', 'History', 'War']",fr,66976317,148.0,The Messenger: The Story of Joan of Arc,['Luc Besson']
49900000,['Comedy'],en,26121638,102.0,Your Highness,['David Gordon Green']
50000000,"['Drama', 'Thriller', 'Mystery']",en,38502340,84.0,Dream House,['Jim Sheridan']
50000000,"['Action', 'Drama', 'Thriller']",en,10541523,114.0,Mad City,['Costa-Gavras']
50000000,"['Action', 'Adventure', 'Comedy', 'Family']",en,16671505,99.0,Baby's Day Out,['Patrick Read Johnson']
50000000,"['Drama', 'History', 'Romance']",en,10382407,135.0,The Scarlet Letter,['Roland Joffé']
22000000,"['Drama', 'Thriller']",en,24188922,108.0,Fair Game,['Doug Liman']
50000000,"['Action', 'Crime']",en,22944502,127.0,Domino,['Tony Scott']
50000000,"['Action', 'Thriller', 'Mystery', 'Romance']",en,9851610,95.0,Jade,['William Friedkin']
50000000,"['Action', 'Thriller', 'Science Fiction']",en,40828540,95.0,Gamer,"['Brian Taylor', 'Mark Neveldine']"
60000000,"['Fantasy', 'Drama', 'Romance']",en,60052138,124.0,Beautiful Creatures,['Richard LaGravenese']
55000000,"['Comedy', 'Crime', 'Drama', 'Thriller']",en,0,109.0,Death to Smoochy,['Danny DeVito']
50000000,['Comedy'],en,55969000,100.0,Zoolander 2,['Ben Stiller']
50000000,"['Comedy', 'Crime']",en,6808550,88.0,The Big Bounce,['George Armitage']
60000000,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",en,0,105.0,What Planet Are You From?,['Mike Nichols']
50000000,"['Fantasy', 'Thriller', 'Action', 'Crime']",en,28931401,105.0,Drive Angry,['Patrick Lussier']
50000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",en,12764201,97.0,Street Fighter: The Legend of Chun-Li,['Andrzej Bartkowiak']
49000000,"['Action', 'Science Fiction', 'Thriller']",en,72700000,87.0,The One,['James Wong']
49000000,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",en,20423389,104.0,The Adventures of Ford Fairlane,['Renny Harlin']
50000000,"['Drama', 'Comedy']",en,36348784,116.0,The Boat That Rocked,['Richard Curtis']
48000000,"['Thriller', 'Drama', 'Crime']",en,207515725,147.0,Traffic,['Steven Soderbergh']
48000000,"['Adventure', 'Action']",en,474171806,127.0,Indiana Jones and the Last Crusade,['Steven Spielberg']
0,"['Drama', 'Romance']",en,68929150,130.0,Anna Karenina,['Joe Wright']
49000000,"['Crime', 'Action', 'Science Fiction']",en,104399548,120.0,Chappie,['Neill Blomkamp']
73000000,"['Drama', 'Mystery', 'Thriller', 'Crime']",en,151493655,118.0,The Bone Collector,['Phillip Noyce']
48000000,"['Crime', 'Drama', 'Thriller']",en,196397415,111.0,Panic Room,['David Fincher']
0,['Horror'],de,0,0.0,The Tooth Fairy,['Chuck Bowman']
75000000,"['Action', 'Adventure', 'Comedy']",en,108000000,114.0,Three Kings,['David O. Russell']
50000000,"['Crime', 'Thriller']",en,3324330,137.0,Child 44,['Daniel Espinosa']
48000000,"['Adventure', 'Comedy']",en,85498534,112.0,Rat Race,['Jerry Zucker']
48000000,"['Drama', 'Science Fiction']",en,50315140,120.0,K-PAX,['Iain Softley']
0,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",en,0,118.0,Kate & Leopold,['James Mangold']
48000000,"['Fantasy', 'Comedy', 'Romance']",en,90383208,93.0,Bedazzled,['Harold Ramis']
58000000,"['Music', 'Drama', 'Crime', 'Romance']",en,25928721,127.0,The Cotton Club,['Francis Ford Coppola']
55000000,['Western'],en,70016220,122.0,3:10 to Yuma,['James Mangold']
48000000,"['Thriller', 'Action']",en,325771424,109.0,Taken 3,['Olivier Megaton']
48000000,"['Romance', 'Comedy', 'Crime']",en,77745568,123.0,Out of Sight,['Steven Soderbergh']
47000000,"['Comedy', 'Drama', 'Thriller']",en,102825796,96.0,The Cable Guy,['Ben Stiller']
0,['Drama'],hi,528972,101.0,Earth,['Deepa Mehta']
47000000,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",en,103738726,103.0,Dick Tracy,['Warren Beatty']
48000000,"['Drama', 'Crime', 'Romance']",en,124305181,113.0,The Thomas Crown Affair,['John McTiernan']
48000000,"['Comedy', 'Drama', 'Romance']",en,35743308,132.0,Riding in Cars with Boys,['Penny Marshall']
15000000,"['Action', 'Adventure', 'Thriller', 'War']",en,125212904,93.0,First Blood,['Ted Kotcheff']
0,"['Drama', 'Science Fiction', 'Adventure', 'Mystery']",ru,0,167.0,Solaris,['Andrei Tarkovsky']
47000000,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",en,38085778,75.0,Happily N'Ever After,"['Yvette Kaplan', 'Paul Bolger', 'Greg Tiernan']"
47000000,"['Drama', 'Horror', 'Thriller', 'Romance']",en,12379402,104.0,Mary Reilly,['Stephen Frears']
38000000,"['Comedy', 'Romance']",en,299288605,105.0,My Best Friend's Wedding,['P.J. Hogan']
0,"['Comedy', 'Romance']",en,0,102.0,America's Sweethearts,['Joe Roth']
46000000,"['Crime', 'Mystery', 'Thriller']",en,113714830,118.0,Insomnia,['Christopher Nolan']
46000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,150000000,111.0,Star Trek: First Contact,['Jonathan Frakes']
47000000,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",en,10539000,80.0,Jonah Hex,['Jimmy Hayward']
46000000,"['Drama', 'Thriller', 'Mystery', 'War']",en,100860818,117.0,Courage Under Fire,['Edward Zwick']
45000000,['Comedy'],en,181000000,86.0,Liar Liar,['Tom Shadyac']
25000000,"['Crime', 'Drama', 'Thriller']",en,15436808,127.0,The Infiltrator,['Brad Furman']
46000000,"['Drama', 'History', 'War']",en,5200000,140.0,Inchon,['Terence Young']
46000000,"['Fantasy', 'Comedy', 'Family']",en,341631208,91.0,The Flintstones,['Brian Levant']
45000000,"['Action', 'Crime', 'Thriller']",en,376141306,91.0,Taken 2,['Olivier Megaton']
48000000,['Comedy'],en,220673217,84.0,Scary Movie 3,['David Zucker']
45000000,"['Comedy', 'Crime', 'Action']",en,212000000,111.0,Miss Congeniality,['Donald Petrie']
45000000,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",en,101702060,93.0,Journey to the Center of the Earth,['Eric Brevig']
40000000,"['Comedy', 'Drama', 'Family', 'Romance']",en,95149435,113.0,The Princess Diaries 2: Royal Engagement,['Garry Marshall']
45000000,"['Drama', 'Mystery', 'Thriller', 'Crime']",en,195268056,141.0,The Pelican Brief,['Alan J. Pakula']
45000000,"['Drama', 'Thriller', 'Crime', 'Mystery']",en,117615211,119.0,The Client,['Joel Schumacher']
45000000,"['Drama', 'Comedy']",en,175372502,97.0,The Bucket List,['Rob Reiner']
45000000,"['Drama', 'Action', 'Thriller', 'Crime']",en,178051587,117.0,Patriot Games,['Phillip Noyce']
43000000,"['Romance', 'Comedy']",en,154749918,101.0,Monster-in-Law,['Robert Luketic']
46000000,"['Drama', 'Thriller', 'Crime']",en,122126687,153.0,Prisoners,['Denis Villeneuve']
45000000,"['Action', 'Crime', 'Drama', 'Thriller']",en,104876233,122.0,Training Day,['Antoine Fuqua']
45000000,"['Comedy', 'Family', 'Science Fiction']",en,90683916,102.0,Galaxy Quest,['Dean Parisot']
45000000,['Comedy'],en,141220678,83.0,Scary Movie 2,['Keenen Ivory Wayans']
45000000,"['Comedy', 'Family', 'Music']",en,165184237,103.0,The Muppets,['James Bobin']
45000000,"['Horror', 'Action']",en,131183530,120.0,Blade,['Stephen Norrington']
30000000,['Drama'],en,76669806,136.0,Coach Carter,['Thomas Carter']
45000000,"['Action', 'Adventure', 'Crime', 'Thriller']",en,94935764,89.0,Changing Lanes,['Roger Michell']
45000000,"['Adventure', 'Horror', 'Thriller']",en,136885767,89.0,Anaconda,['Luis Llosa']
45000000,['Comedy'],en,113916474,100.0,Coyote Ugly,['David McNally']
40000000,"['Comedy', 'Romance', 'Drama']",en,244931766,135.0,Love Actually,['Richard Curtis']
120000000,"['Adventure', 'Animation', 'Comedy', 'Family']",en,363258859,95.0,A Bug's Life,"['Andrew Stanton', 'John Lasseter']"
35000000,"['Horror', 'Mystery', 'Thriller']",en,74558115,122.0,From Hell,"['Albert Hughes', 'Allen Hughes']"
45000000,"['Action', 'Thriller']",en,170362582,110.0,The Specialist,['Luis Llosa']
45000000,"['Comedy', 'Drama', 'Romance']",en,53854588,135.0,Tin Cup,['Ron Shelton']
0,"['Comedy', 'Drama', 'Family']",en,0,111.0,"Yours, Mine and Ours",['Melville Shavelson']
45000000,"['Romance', 'Comedy', 'Family']",en,56070433,95.0,Kicking & Screaming,['Jesse Dylan']
50000000,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",en,104478416,109.0,The Hitchhiker's Guide to the Galaxy,['Garth Jennings']
0,"['Comedy', 'Drama', 'Family']",en,0,93.0,Fat Albert,['Joel Zwick']
45000000,"['Horror', 'Action', 'Science Fiction']",en,148412065,94.0,Resident Evil: Extinction,['Russell Mulcahy']
40000000,['Comedy'],en,123494610,117.0,Blended,['Frank Coraci']
45000000,"['Adventure', 'Comedy', 'Drama']",en,38399961,112.0,Last Holiday,['Wayne Wang']
45000000,"['Action', 'Adventure', 'Crime', 'Thriller']",en,0,111.0,The River Wild,['Curtis Hanson']
45000000,"['Adventure', 'Family', 'Fantasy']",en,0,96.0,The Indian in the Cupboard,['Frank Oz']
45000000,"['Crime', 'Drama', 'Thriller']",en,82966152,131.0,Savages,['Oliver Stone']
25000000,"['Action', 'Adventure', 'Crime', 'Thriller']",en,56422687,94.0,Cellular,['David R. Ellis']
40000000,"['Adventure', 'Action', 'Comedy']",en,160583018,88.0,Johnny English,['Peter Howitt']
50000000,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",en,55181129,88.0,The Ant Bully,['John A. Davis']
40000000,"['Action', 'Science Fiction', 'Adventure']",en,30925690,137.0,Dune,['David Lynch']
0,"['Adventure', 'Drama', 'Music', 'Romance']",en,0,133.0,Across the Universe,['Julie Taymor']
35000000,"['Drama', 'Romance']",en,75225693,119.0,Revolutionary Road,['Sam Mendes']
55000000,"['Action', 'Adventure', 'Crime', 'Thriller']",en,65664721,105.0,16 Blocks,['Richard Donner']
70000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",en,72108608,101.0,Babylon A.D.,['Mathieu Kassovitz']
45000000,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",en,0,92.0,The Glimmer Man,['John Gray']
45000000,"['Comedy', 'Fantasy', 'Science Fiction']",en,0,117.0,Multiplicity,['Harold Ramis']
45000000,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",en,57881056,86.0,Aliens in the Attic,['John Schultz']
35000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,29400000,123.0,The Pledge,['Sean Penn']
45000000,"['Comedy', 'Music']",en,38058335,134.0,The Producers,['Susan Stroman']
45000000,"['Adventure', 'Action']",en,17300889,100.0,The Phantom,['Simon Wincer']
57000000,"['Drama', 'Romance', 'Western']",en,0,117.0,All the Pretty Horses,['Billy Bob Thornton']
44000000,"['History', 'Drama']",en,13681765,192.0,Nixon,['Oliver Stone']
45000000,"['Thriller', 'Mystery']",en,60222298,128.0,The Ghost Writer,['Roman Polanski']
45000000,"['Adventure', 'Action', 'Horror', 'Science Fiction']",en,11203026,106.0,Deep Rising,['Stephen Sommers']
45000000,"['Drama', 'War']",en,9323833,160.0,Miracle at St. Anna,['Spike Lee']
110,"['Action', 'Drama', 'Fantasy']",zh,0,114.0,Curse of the Golden Flower,['Zhang Yimou']
45000000,"['Action', 'Crime', 'Thriller']",en,42487390,99.0,Bangkok Dangerous,"['Danny Pang', 'Oxide Pang Chun']"
40000000,"['Action', 'Comedy', 'Thriller']",en,8493890,85.0,Big Trouble,['Barry Sonnenfeld']
45000000,"['Drama', 'Romance']",en,4607608,139.0,Love in the Time of Cholera,['Mike Newell']
45000000,"['Action', 'Thriller']",en,2154540,103.0,Shadow Conspiracy,['George P. Cosmatos']
45000000,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",en,160078586,101.0,Johnny English Reborn,['Oliver Parker']
65000000,"['Animation', 'Action', 'Comedy', 'Family']",en,73706,87.0,Foodfight!,['Lawrence Kasanoff']
44500000,"['Drama', 'Thriller']",en,232324128,120.0,Argo,['Ben Affleck']
44000000,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",en,368875760,130.0,The Fugitive,['Andrew Davis']
40000000,['Action'],en,136000000,110.0,The Bounty Hunter,['Andy Tennant']
44000000,"['Crime', 'Drama', 'Thriller']",en,165615285,147.0,Sleepers,['Barry Levinson']
44000000,"['Action', 'Adventure', 'Thriller', 'War']",en,300400432,96.0,Rambo: First Blood Part II,['George P. Cosmatos']
44000000,"['Drama', 'Thriller']",en,0,118.0,The Juror,['Brian Gibson']
2600000,"['Animation', 'Family']",en,84300000,88.0,Pinocchio,"['Ben Sharpsteen', 'Hamilton Luske']"
44000000,"['Action', 'Drama', 'History', 'Western']",en,3484331,219.0,Heaven's Gate,['Michael Cimino']
50000000,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']",en,111340801,106.0,Underworld: Evolution,['Len Wiseman']
40000000,"['Drama', 'Science Fiction', 'Thriller']",en,34227298,109.0,Victor Frankenstein,['Paul McGuigan']
43000000,['Drama'],en,80049764,136.0,Finding Forrester,['Gus Van Sant']
43000000,"['Comedy', 'Drama']",en,0,103.0,28 Days,['Betty Thomas']
45000000,"['Action', 'Crime']",en,50871113,103.0,Unleashed,['Louis Leterrier']
43000000,"['Romance', 'Comedy']",en,68696770,84.0,The Sweetest Thing,['Roger Kumble']
42000000,"['Drama', 'Mystery', 'Thriller']",en,270248367,154.0,The Firm,['Sydney Pollack']
44000000,['Drama'],en,48190704,99.0,Charlie St. Cloud,['Burr Steers']
40000000,"['Action', 'Thriller', 'Crime']",en,51070807,93.0,The Mechanic,['Simon West']
42000000,"['Action', 'Comedy', 'Crime']",en,201585328,109.0,21 Jump Street,"['Phil Lord', 'Christopher Miller']"
42000000,"['Romance', 'Comedy', 'Drama']",en,363889678,124.0,Notting Hill,['Roger Michell']
45000000,"['Animation', 'Comedy', 'Family']",en,224834564,84.0,Chicken Run,"['Nick Park', 'Peter Lord']"
42000000,"['Comedy', 'Romance']",en,171963386,90.0,Along Came Polly,['John Hamburg']
40000000,"['Comedy', 'Romance']",en,70100000,117.0,Boomerang,['Reginald Hudlin']
43000000,"['Action', 'Comedy', 'Crime']",en,158674180,117.0,The Heat,['Paul Feig']
31115000,"['Drama', 'History', 'Romance']",en,71000000,248.0,Cleopatra,['Joseph L. Mankiewicz']
0,['Comedy'],en,73100172,105.0,Here Comes the Boom,['Frank Coraci']
42000000,"['Drama', 'Mystery', 'Thriller', 'Crime']",en,63781810,115.0,High Crimes,['Carl Franklin']
42000000,"['Comedy', 'Drama', 'Romance']",en,0,126.0,The Mirror Has Two Faces,['Barbra Streisand']
32000000,"['Drama', 'Horror', 'Mystery']",en,55157539,119.0,The Mothman Prophecies,['Mark Pellington']
42000000,['Comedy'],en,0,83.0,Brüno,['Larry Charles']
32000000,"['Adventure', 'Action', 'Thriller']",en,156167015,133.0,Licence to Kill,['John Glen']
42000000,"['Fantasy', 'Thriller', 'Horror']",en,89162162,100.0,Red Riding Hood,['Catherine Hardwicke']
60000000,"['Action', 'Crime', 'Thriller']",en,56359980,120.0,15 Minutes,['John Herzfeld']
48000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']",en,20915465,104.0,Super Mario Bros.,"['Annabel Jankel', 'Rocky Morton']"
42000000,"['Crime', 'Drama', 'Thriller']",en,24127895,122.0,Lord of War,['Andrew Niccol']
31000000,"['Drama', 'Adventure', 'Action', 'History']",zh,177394432,99.0,Hero,['Zhang Yimou']
40000000,"['Action', 'Comedy', 'Crime']",en,36893721,91.0,One for the Money,['Julie Anne Robinson']
44000000,"['Action', 'Comedy']",en,12342632,112.0,The Interview,"['Seth Rogen', 'Evan Goldberg']"
42000000,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",en,11087569,100.0,The Warrior's Way,['Sngmoo Lee']
33000000,"['Action', 'Comedy', 'Crime']",fr,14000000,100.0,Micmacs,['Jean-Pierre Jeunet']
41000000,['Drama'],en,215000000,110.0,8 Mile,['Curtis Hanson']
0,"['Adventure', 'Comedy', 'Animation']",fr,0,100.0,Why I Did (Not) Eat My Father,['Jamel Debbouze']
65000000,"['Adventure', 'Drama', 'Romance', 'Action']",en,117487473,132.0,A Knight's Tale,['Brian Helgeland']
41000000,"['Thriller', 'Fantasy', 'Action', 'Comedy']",en,0,88.0,The Medallion,['Gordon Chan']
40000000,"['Mystery', 'Thriller', 'Drama']",en,672806292,107.0,The Sixth Sense,['M. Night Shyamalan']
42000000,"['Action', 'Thriller', 'Crime']",en,46221189,102.0,Man on a Ledge,['Asger Leth']
41000000,['Comedy'],en,7448385,100.0,The Big Year,['David Frankel']
8000000,['Drama'],en,90815558,126.0,The Karate Kid,['John G. Avildsen']
40000000,"['Drama', 'Crime']",en,251171807,138.0,American Hustle,['David O. Russell']
40000000,"['Comedy', 'Romance', 'Drama']",en,317375031,108.0,The Proposal,['Anne Fletcher']
70000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,177841558,105.0,Double Jeopardy,['Bruce Beresford']
40000000,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",en,332000000,108.0,Back to the Future Part II,['Robert Zemeckis']
40000000,"['Action', 'Science Fiction']",en,126546825,89.0,Lucy,['Luc Besson']
40000000,"['Drama', 'Romance', 'Thriller']",en,571006128,125.0,Fifty Shades of Grey,['Sam Taylor-Johnson']
38000000,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",en,197011982,84.0,Spy Kids 3-D: Game Over,['Robert Rodriguez']
40000000,"['Crime', 'Drama', 'Thriller']",en,152266007,149.0,A Time to Kill,['Joel Schumacher']
40000000,['Comedy'],en,190212113,98.0,Cheaper by the Dozen,['Shawn Levy']
40000000,"['Action', 'Drama', 'Thriller', 'War']",en,149295601,121.0,Lone Survivor,['Peter Berg']
40000000,['Comedy'],en,107458785,128.0,A League of Their Own,['Penny Marshall']
40000000,['Horror'],en,320170008,134.0,The Conjuring 2,['James Wan']
40000000,['Drama'],en,224920315,120.0,The Social Network,['David Fincher']
40000000,"['Comedy', 'Romance', 'Drama']",en,177259441,129.0,He's Just Not That Into You,['Ken Kwapis']
45000000,['Comedy'],en,178262620,83.0,Scary Movie 4,['David Zucker']
40000000,"['Horror', 'Mystery']",en,161834276,116.0,Scream 3,['Wes Craven']
40000000,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",en,244527583,118.0,Back to the Future Part III,['Robert Zemeckis']
